comment,label
Messi sô lô qua 11 người và đối mặt với thủ môn đội bạn ở khoảng cách 11m.,non_toxic
"Tôi đang đi Attrage2015 CVT, người ta bảo máy 1.2 yếu nhưng thuật toán hộp số tốt bù lại nên lái vẫn ổn. Tôi chở gia đình đông người đi đồi núi rừng quốc gia Ba Vì chẳng có vấn đề gì. Nội thất rộng như Vios, bền chả thua Vios, cốp bé, điều hòa mát sâu, tiết kiệm xăng cực tốt nếu lái nhẹ nhàng. Tôi đi HN-Vinh chở cả nhà chỉ 4.2l. Tôi dán lớp cao su non quanh xe họ hàng bảo đi đầm, chống ồn như Camry. Attrage 2020 CVT hơn xe tôi đang đi rất nhiều ""óp sần"", quá đáng mua.",non_toxic
"Môn thể thao nào Anh Quốc chẳng thê thảm, rất hiếm có môn nào Anh Quốc được coi là sở trường hay thế mạnh. Toàn tham dự cho có!",toxic
Cho em hỏi về cách sử dụng Ved và đi với ạ,non_toxic
"Có câu ""bình cũ rượu mới"", nên thay đổi cách quảng bá hình ảnh. Thay đổi tư duy cách tiếp cận khách hàng bằng các sản phẩm họ sẽ cần thay vì muốn khách hàng giữ mãi sản phẩm họ đang có. Yếu tố then chốt là chiến lược hành động.",non_toxic
Một bầu trời ký ức,non_toxic
"Chính vì thế, đây là lúc nước Mỹ nên chọn Joe Biden để lên nắm quyền để đưa nước Mỹ trở lại!",non_toxic
"Sức mạnh ghê gớm, chỉ là cái đuôi mà quất một phát, con mồi hải cẩu bay cao hàng chục mét.",non_toxic
"Hay quá Minh Cường và Hoài Lâm ơi ! Cô nghe 101 nghìn lần rồi mà vẫn chưa thấy chán ! Mong Hoài Lâm sớm trở lại đẹp trai , dễ thương ,phong độ và luôn hát hay như vậy !!!",non_toxic
"Kính chúc TT.Trump mau bình phục , đắc cử nhiệm kỳ 2 .",non_toxic
"Loài cá sấu này sinh sống ở vùng đất ngập nước thường xuyên chồng lấn với khu vực con người định cư. Cá sấu di chuyển rất nhanh trong nước và khi chúng đang di chuyển chậm về bờ đất, chúng có thể lao tới trong khoảng cách ngắn rất nhanh chóng. Chúng có năm móng vuốt trên mỗi chân trước và trên mỗi bàn chân phía sau.",non_toxic
Hâm mộ tài năng lẫn đạo đức nghề nghiệp của anh!,non_toxic
Vì các ông đánh bắt hết cá của tôi.,non_toxic
"Thấy người ta bán nước cũ dền,Tôi hay uống ,bây giờ đọc báo thì thấy mình may mắn !  ",non_toxic
chắc là bạn rất thân rồi.,non_toxic
"vậy giờ tính sao? học phí, chi phí và thời gian của 125 người, ai chịu trách nhiệm?",non_toxic
Mô phật. Cầu cho các cháu được siêu thoát. Xin chia buồn cùng gia đình.,non_toxic
Khi sống ở nc ngoài tôi có thể ăn một bữa KFC cho bữa trưa hay bữa tối vì nó rẻ hợp túi tiền đủ no bụng . Về VN tui ko bước vào mấy quán này một lần. Đồ ăn VN quá ngon.=)),non_toxic
Ca này thốn quá nghe thôi đã thấy đau.,non_toxic
"Giỏi quá, học ngoại ngữ cũng giống thể thao, âm nhạc, nên học từ bé, lớn rồi học rất khó vào.",non_toxic
Nó trả thù cho đồng loại đây mà,non_toxic
Nên tách từ Huế trở ra Bắc thì ra bến xe mới thì đúng hơn nhỉ,non_toxic
tôi nói thật chứ... nhìn thì trông lạ mắt đấy... nhưng bẩn sạch chả còn thấy rõ được nữa,non_toxic
"Khi mở cửa hàng không (quốc tế) chúng ta sẽ tìm ẩn nguy cơ tái phát rất cao. Nhưng sống chung với dịch là giải pháp khó tránh khỏi khi thế giới chưa dịu im. Chúng ta cứ quán triệt: đeo khẩu trang, rửa tay bằng dung dịch sát khuẩn, tự hạn chế tụ tập thì Việt Nam sẽ an toàn mà thôi.",non_toxic
"Thi chứng chỉ hành nghề là thi cái gì?.Nếu là thi học vấn,kiến thức thì đã có vô số kì thi của trường,bệnh viện.Còn nếu là thi có hỏi về kinh nghiệm điều trị thì bsĩ mới ra trường lấy đâu ra kinh nghiệm mà để thi.Vậy thì nhà trường và bệnh viện phải có trách nhiệm thu nạp họ để đào tạo tiếp thì họ mới có kinh nghiệm để thi chứng chỉ hành nghề được.Nếu ko thu nạp hết các bác bsĩ mới ra trường thì họ ko có điều kiện để bước qua kì thi này",non_toxic
Tập thể thao nhiều và bớt học một xíu Đăng nhé. Mới 17 tuổi đâu cần học căng như vậy.,non_toxic
"Khám phá không gian Mỹ vẫn luôn là số 1, họ bỏ xa cường quốc vũ trụ thứ 2 Trung Quốc hàng trăm năm.",non_toxic
Thích nhất ngày nào cũng đọc tin như thế này.,non_toxic
Cháu ở nhà rất ngoan,non_toxic
"Bản phối nhạc hay quá, nghe ấm áp - chứa chan tình cảm. Cảm ơn nghệ sĩ Hoài Linh và Nhạc sĩ Hà Chương đã cho ra 1 tác phẩm đầy tình người.",non_toxic
Hy vọng 476 hũ còn lại sớm được tìm thấy người thân.,non_toxic
lại vô Quảng Trị quê tôi à :(((((((,non_toxic
Vậy kẹt xe ai chịu trách nhiệm?!,non_toxic
Ars cũng đang cho thấy 1 đội bóng mạnh mẽ.,non_toxic
"Tàn phá rừng phòng hộ phải chịu hậu quả thôi, chứ đừng đổ cho biến đổi khí hậu?",non_toxic
Người có trí tuệ người ta không chấm điểm cầu thủ chỉ dựa vào bàn thắng.,non_toxic
May mà Si lùn lại có Coutinho với Griezmann gánh nhé anti,non_toxic
Sao vẫn được hoạt động bình thường thế nhỉ???,non_toxic
Nếu mua bảo hiểm mà nói đến chuyện lãi thì không nên mua bạn nhé!,non_toxic
"Fadil mọi thứ đều tốt hơn i10 .Người Hàn họ tập trung mua xe của họ mặc du xe của Hàn vẫn kém xe Nhật ,Đức, hay Châu Auu ??? bạn nên mua Fadil tốt hơn i10 rất nhiều đừng sợ tôi mua được 3 tháng rôi chạy rất tốt...",non_toxic
Bão cấp mấy mà bị gãy 200 cột điện?,non_toxic
"Có quá nhiều tình tiết tăng nặng: Tính chất côn đồ, thực hiện hành vi tới cùng, phạm tội có tổ chức, có hình thức băng nhóm, giết nhiều người, (1 người chết, 2 người còn lại chưa chết là ngoài dự tính).Đề nghị kịch khung cả băng này!",non_toxic
Con này trông đáng yêu mà,non_toxic
Jollibee thì dễ ăn và chất lượng nhất.,non_toxic
Mất chất BMW rồi.,toxic
"Tội nghiệp em, và ẻm kia nhìn chạy mất dép thấy thương.",non_toxic
"Thành quả, công sức của mấy chục triệu người nhất là các y bác sỹ, và các lực lượng chống dịch tuyến đầu, chỉ cần đoàn kết thì đại dịch VN cũng ko sợ nhé.",non_toxic
cảm ơn các chiến sỹ công an. xin hãy trấn áp bọn tội phạm ma túy mạnh hơn nữa,non_toxic
Vậy bây giờ trách nhiệm thuộc về ai? Phải truy cứu trách nhiệm đơn vị sản xuất do không đảm bảo vệ sinh ATTP và đơn vị cấp phép cho lưu thông loại hàng hóa này trên thị trường.,toxic
"Trẻ em và người già cần được chăm sóc bảo vệ, lại nhẫn tâm như vậy.",toxic
hay nhỉ,non_toxic
có danh hiệu rồi nè,non_toxic
Hay chấn thương và không chuyên nghiệp,non_toxic
"Hãy dừng lại đi! Sẽ có một ngày, con cháu chúng ta sau này phải chịu sự tổn thương to lớn do những hành động mang tính diệt chủng các sinh vật, hệ sinh thái mà con người thế hệ này đang làm.",non_toxic
Nhìn con trai Út đẹp quá!,non_toxic
"Có cô công nhân ở giây thứ 6 dễ thương và thân thiện quá , y như cô công nhân Việt Nam .",non_toxic
Chiều Xuân (Hoàng hôn mùa Xuân) chụp hình Bình minh mùa xuân. Ý nghĩa quá!,non_toxic
14 vết cắn... thực sự là lỗi lớn về nhà trường. Biết rằng trẻ con đi học thì đánh nhau là bình thường nhưng để bị nhiều như thế này ko chấp nhận được. Một cô giữ đến 27 trẻ trong độ tuổi như thế làm sao kham nổi???Nói thật trẻ con mà ngang tàng như thế cũng phải trách cha mẹ không dạy dỗ cẩn thận. Cắn bạn kinh khủng như vậy!!,toxic
Hình như phạt roi phải quất vào mông chứ. Lưng nào chịu nổi.,non_toxic
Nói gì thì nhiệm kỳ tới Trump vẫn hoàn hảo nhất để làm tổng thống Mỹ!,non_toxic
Tôi củng đang tập,non_toxic
"Tik Tok thật khôn ngoan khi chọn Oracle đây sẽ là partnership thay vì là ""sell-out"" .Oracle là công ty về khai thác dữ liệu nên Tik Tok hợp tác vs Oracle sẽ giúp họ có nhiều thông tin về khách hàng trong khi thuật toán For you vẫn ko bị bán.",non_toxic
"Tội nghiệp những nạn nhân không liên quan khi không vướng vào vụ truy sát. Đúng là ""tai bay vạ gió"", mừng vì bọn côn đồ giết người cùng tận đã bị bắt.",toxic
560km/h tương ứng cấp siêu bão cuồng phong huỷ diệt với mô hình mô phỏng là không thể hình dung mức độ tàn phá! Chỉ 1 chi tiết là phá luôn 1 hòn đảo,non_toxic
Đã cướp giật thành công 6 vụ rồi mới sa lưới à?,non_toxic
Như đọc truyện kinh dị rẻ tiền vậy.,toxic
Dã tràng se cát thôi ông Bloomberg .,non_toxic
"Các thánh Toy cứ lấy doanh số ra để khè thiên hạ làm chi vậy? Các thánh giả khờ hay khờ thiệt vậy? Đại đa số dân chúng là ít tiền, ít tiền thì chọn Toy cho kinh tế. Khi họ giàu rồi thì họ chắc chắn sẽ chuyển sang hàng hạnh sang (bmw, mer, audi, rr,...). Xe hãng nào cũng có phân khúc khách hàng riêng của họ. Các bạn lo thay họ để làm gì?",toxic
Cảm ơn thầy.,non_toxic
"Ngán ngẩm ghê gớm !. Tức, nhói tim ! Cái gì thế này ! ...",toxic
"Có sự khởi đầu rất tốt, hi vọng em sẽ còn tiến xa trong tương lai.",non_toxic
"Tình cờ đọc bài này, mới càng biết ơn ông Dunlop đã cho cái xe đạp của tôi hai bánh êm ả như ri.",non_toxic
Mãi mãi 1 tình yêu. Ca khúc hay mà tôi từng nghe Đan Trường hát với tất cả cảm xúc. Chúc an lành.,non_toxic
"Nên thêm phần tên đúng trong ngoặc đơn. Các thủ tục ,giấy tờ có liên quan làm mới sau này sửa lại theo tên đúng. Chứ đổi lun thì bao nhiêu thứ phải đổi theo gây phiền hà, lãng phí, đặc biệt bằng cấp thì rất khó đổi.",non_toxic
"Trẻ em học hết cấp 1 thành thạo đọc,viết,cộng trừ nhân chia là thành công rồi. những cao siêu có dùng gì vào cuộc sống đâu,lớp 1 thì dạy từ từ làm trẻ yêu chữ là đc,học ít chơi nhiều.sao cứ nặng về kiến thức mà xem nhẹ kỹ năng sống,kỹ năng sinh tồn còn quan trọng hơn nhiều.rồi ra trường đời kiến thức có giúp gì hay chủ yếu dùng kỹ năng,ý chí để dựng nghiệp",toxic
Giờ thì âm dương cách biệt r. Buồn cho cặp đôi này ( thở dài nhìn trời nhìn đất ngắm mây ),non_toxic
"airbus-boeing, cặp đôi sinh ra để cạnh tranh trên mọi phân khúc máy bay, khách hàng là người được lợi nhất từ sự cạnh tranh này",non_toxic
Vũ trụ bí ẩn quá. Mỗi lần đọc về thiên văn mà đầu óc quay cuồng. Nghĩ càng xa thì càng mù mịt,non_toxic
Sớm muộn cũng vượt mỹ thôi!,non_toxic
Khủng khiếp!,non_toxic
"Vâng, thật sáng suốt, nhiều người vẫn mong muốn ngài thắng cử có thể họ theo dõi ngài chưa đủ.",non_toxic
"BINZ có vài bài nghe hay rap không nghe rõ lời cho lắm nên cảm giác không thích nghe nhạc BINZ , có rap tôi thích nghe chỉ có ĐEN VÂU .",non_toxic
"Việc này làm mình nhớ lại lúc cháu mình học lớp 6....cãi vã nhau với bạn trong lớp và khi ra về ba của bạn đó nhào vô đánh cháu mình đến gãy răng và bầm mặt. Cha Mẹ nào mà không muốn bênh vực con nhưng chuyện của con nít cãi nhau là bình thường. Huống chi bé này chỉ mới 2 tuổi. Một hành động quá xấu xí, tồi và vô học thức như vậy thì không có quyền giáo dục con mình.",toxic
Năm nay là năm bệnh hay sao vậy?,non_toxic
"Kiếm dư thêm một hai trăm nữa làm con bán tải Nhật mà đi, vừa ngon, đa dụng, hiệu quả, bền, tính kinh tế cao, tuyệt đối tránh xe congnong Hàn. Thân !",non_toxic
Xót ruột Mong mọi người mọi nhà bình yên vững chải vượt qua bão dữ,non_toxic
Việt Nam cũng nên có luật cấm độ xe . Thấy mấy chú choai con cũng đi độ rồi kéo nhau đua thật quá nguy hiểm .,non_toxic
Việt Nam gần sạch nCoV rồi. Mừng quá.,non_toxic
"Đánh con đến thương tật thì không chấp nhận được. Nhưng đáng con để răn đe cũng không phải là điều không đúng. Hồi nhỏ tôi hư bị Bố bắt nằm xuống đánh, đau nền sợ, không dám hư nữa. Năm 16 tuổi bị Bố bắt gặp tập học thuốc với bạn, bị 1 trận nhớ đời, không bao giờ hút nữa. Chiều con quá coi chừng hư; cứng rắn đúng vừa phải là tốt; đánh con thương tật là hoàn toàn sai!",non_toxic
"Y như phim hành động, hay thật!",non_toxic
Thấy chưa không phải cái gì to là thích nhé,non_toxic
"Đấy mở cửa rồi cách ly ít ngày là dính ngay, giờ toàn mười mấy ngày mới dương tính mà đòi về cách ly 6 ngày xong thả ra tự cách ly mấy ai thực hiện tốt. ",non_toxic
"Phải phân biệt rõ ràng khách hàng bị lừa hay ngân hàng bị lừa. Trong trường hợp dùng CMND giả hay CMND thật nhưng không chính chủ đi làm hồ sơ thì cái này là ngân hàng bị lừa chứ không phải khách hàng bị lừa. Trong trường hợp khách hàng để lộ thông tin, mã OTP ...để bị rút tiền thì khách hàng bị lừa.",non_toxic
Xây cầu Cát Lái đã.,non_toxic
"Kể cả người đứng đầu quốc gia giàu có nhất, tổng thống Trump, cũng bị nhiễm.",non_toxic
Ít tiền mua xe Hàn mà xài ôm xe đức bán nhà nuôi xe.- Mua xe Hàn tập đi 1-2 năm bán đổi xe Nhật.- Người mới chơi tập chơi xe Hàn quen tay lái đã.- Đổi qua xe Nhật sau khi rành xe.,non_toxic
"Nhìn thấy hồ ao ruộng bắt cá , là lại thích rồi",non_toxic
Em đi hơn nửa năm nay thấy hài lòng với ẻm kona 2.0 chạy rất bốc mà vẫn tiếp kiệm xăng,non_toxic
Đề nghị chính quyền hãy cách li người cha vô dụng và vô tâm này để cháu không bị bạo hành nữa. Các Mạnh Thường Quân ơi hãy thương và giúp cháu đi! Cho cháu một tương lai tốt đẹp hơn chứ không như bố mẹ cháu.,toxic
"Dòng xe cao cấp của Hàn khá ngon và đặc biệt người dân họ rất tự tôn tinh thần dân tộc, vì vậy xe Đức còn bị đánh bại thì xe nc khác làm sao bán đc tại TT của họ. Việt Nam do đất nc còn nghèo, đang phát triển nên nhiều người có tâm lí thích khoe khoang, thích hàng thương hiệu ( điều này khá giống người Trung Quốc), nhưng tôi nghĩ khi VN dần phát triển và làm ra đc các sp tốt thì người dân sẽ rất tự hào và chắc chắn sẽ ủng hộ thôi.",non_toxic
Bạn Moon có nhiều bài ngắn nhưng rất bổ ích. Tôi thấy bạn ấy phát âm rất chuẩn. Trong bài này thì tôi có nhận xét 1 chút.Tôi nghe đi nghe lại bạn ấy nói từ edge để đảm bảo mình nghe rõ các âm. Bạn ấy hình như phát âm thiếu âm d trong từ edge. Tuy nghe trong ngữ cảnh này sẽ hiểu được. nhưng nếu nghe kỹ âm người bản xứ nói bạn sẽ nghe được âm d trong đó. Thường âm d đó sẽ rất nhẹ như 1 khoảng ngừng giữa e ʒ. Phiên âm của edge là edʒ nhưng có nhiều nguồn là ej. Mặc dù vậy nếu bạn nghe kỹ sẽ nghe ra âm d gần như câm ở giữa. Phụ âm kép và phụ âm cuối âm trong tiếng Anh và tiếng châu Âu thường rất quan trọng tạo ra sự khác biệt giữa các từ giống như dấu trong tiếng Việt vậy.,non_toxic
"Mình kg thích bánh trung thu từ nhỏ đến lớn. Năm nào cũng được biếu vài hộp mà chồng con chả người nào ăn, để mốc meo cả ra. Bỏ tiền triệu để mua hình thức thì càng kg.Mỗi người mỗi ý. Chúc mọi người Trung Thu vui vẻ.",non_toxic
Quá đỉnh. Tài năng là đây chứ đâu. Chúc mừng em.,non_toxic
Vậy là Barca vẫn khá hơn Schalke 1 chút,non_toxic
Bá đạo quá,non_toxic
"Theo e thì cứ xe mới mà quất. Ngày xưa ck e k nghe e đổi 3 lần xe lần t4 là e k nghe theo e quyêt vay mượn thêm ít đổi xe mới. Xe cũ 9 năm rồi đi thời gian k hỏng cái nọ thì hỏng cái kia. I10 đi cũng thoải mái lắm bác, vừa giá tiền nữa",non_toxic
Tết đến bà con sẽ phải vất vả hơn vì phải ra bến sớm hơn trước kia,non_toxic
"""Nếu tái ngộ Bayern, Lionel Messi và đồng đội có cơ hội đòi lại món nợ thua 2-8 ở tứ kết mùa trước""Tôi nghi ngờ điều đó! Có khi thêm nợ cũng nên!",toxic
"Buồn nhỉ, làm cha mà không được con gái tín nhiệm. Mà cũng buồn cho cô này, tài năng, xinh đẹp, tiền nhiều mà không được tự do làm những điều mình yêu thích.",non_toxic
phạt đền... hết thời thật r,toxic
"Do văn hóa thời trang của Mỹ, họ mặc đồ theo mùa và mode cũng theo mùa, năm nay mà mặc đồ năm trước là bị phát hiện ngay nên không có chuyện thấy rẻ mua để giành, năm nay có được ra ngoài diện thời trang đâu mà mua.",non_toxic
Bạn hãy gạch đầu dòng tất cả các nhu cầu của bạn. Khi đã đáp ứng đủ hoặc tương đối những yêu cầu trên thì bạn chọn. Lên đây bạn hỏi có khi tiền là của bạn nhưng xe là của người khác.,non_toxic
Mình thì hy vọng Barca sẽ gặp Juve để fan M10 và CR7 rần rần mới vui.,non_toxic
"Tiêu hao nhiên liệu tiết kiệm,bất chấp cả đường rừng ko ai khác Mr.Hyundai !",non_toxic
"Chạy dịch vụ nên mua toy, suzuki nó mà hư thì khó sửa còn xe hàn thì không được đánh giá cao về độ bền.",non_toxic
Hãy giữ nguyên môi trường tự nhiên mà ngày nào Côn Đảo đã có.,non_toxic
"Gởi ngân hàng dài hạn lấy lãi suất, 5 năm sau hãy mua đất lúc giá chạm đáy. Chu kỳ BĐS khoảng 10 năm qua các giai đoạn đỉnh - ngang - đáy - ngang. Hiện tại BĐS giá đang ở đỉnh, đang đi ngang và bắt đầu giảm. Good luck!",non_toxic
"Nên có một án phạt thật nặng cho những việc bạo hành trẻ em như thế này, để người đời noi theo mà làm gương. Biết bao nhiêu sự việc xảy ra liên tục, rất nhiều, rất thảm cảnh.",non_toxic
Quanh quẩn đã thấy hết năm.,non_toxic
"Bác sĩ VN giỏi quá, chúc mừng 2 cháu luôn khỏe và ngoan. Chúc mừng đến gia đình của 2 cháu.",non_toxic
"Mình có ý kiến là : những nước dịch không đến là nước chậm phát triển ,mời bạn vào xem danh sách những nước có ít ca nhiễm ......",non_toxic
Hình như ông Bartoumeu này chưa bao giờ nhắc đến những gì Messi đã nói với Goal nhỉ? Ông ta không muốn làm to chuyện thêm hay đơn giản chỉ vì những gì Messi nói là sự thực? Với những gì mà ông ta nói trước đây thì tôi nghĩ vế sau có lý hơn rồi :),non_toxic
Đọc mà không cầm được nước mắt . Cầu cho linh hồn các sinh linh bé bỏng dược siêu toát về cõi an lành vĩnh hằng.Nam mô A Di Đà Phật ...,non_toxic
35 người này có lẽ họ chưa đọc báo...,non_toxic
Ông là TT ngay thẳng.,non_toxic
Vì sao nhiều người trẻ HQ lại ra đi khi còn trẻ vậy nhỉ?,non_toxic
Không thương tâm nào bằng,non_toxic
Phân khúc A thôi. Có hơn nhau 1 lít là cùng. Bạn đi ngày vài chục km mà phân vân xăng cộ. Đi xe máy là tiết kiệm nhất.,non_toxic
Lại thêm một lời hứa không thể làm được hahaha,non_toxic
Các CULES sáng mắt chưa,non_toxic
"Ko lây nhiễm, nhưng sao nhiều người sang nước ngoài lại có xét nghiệm dương tính, thế cái dương tính ấy là từ đâu ra, và có nguy cơ thế nào, rất cần cơ quan y tế giải đáp.",non_toxic
"Có. Tam giác cân có chiều cao 0.2mm, cạnh đáy dài 510.000.000.000.000km",non_toxic
Giờ thì bỏ thần dược ký-ninh của ông và ráng nghe thì bác sỹ nhé.,toxic
tôi thích Juve cung bảng Barca hơn vì CR7 có dịp tái ngộ M10,non_toxic
"các công trình đều đẹp, duy có 1 điểm buồn là nhà dân quá sát các đường lộ này, làm sao di dời và giải tỏa nhà dân thụt vào ít nhất 50m-100m so với lề đường của các đường lộ này thì rất đẹp và thông thoáng tầm nhìn cho các phương tiện di chuyển cũng như dễ giải quyết mỗi khi có tai nạn giao thông trên các tuyến lộ này.",non_toxic
"Cám ơn anh về một bộ phim trên cả tuyệt vời giữa bộn bề của cuộc sống hiện tại.Chúc con thành công hơn mong đợi. Chúc anh cùng gđ luôn vui khỏe.Một tấm gương, một bài học làm người cao quí được anh khắc họa giữa đời thường. Rất trân trọng.",non_toxic
"Thành thật cá nhân mình thấy bài Hoa nở không màu hay hơn cả phần lời và phần nhạc, nó chạm vào đáy trái tim mình....Chúc Lâm sức khỏe và thành công! <3",non_toxic
"Ở nhà có 2 đứa mà còn không quản lý được thì sao thầy cô giáo quản lý được mà cái gì cũng đỗ lên đầu họ, rồi hậu quả xảy ra thì thầy cô lại phải đưa đầu chịu. ",toxic
Hùm dữ không ăn thịt con...còn tên này không biết là con gì luôn.,toxic
"Thương tâm quá, thương cho mấy bé, thương cho cả gia đình phụ huynh, nuôi con khôn lớn đến ngày đầu tiên đi học lại xảy ra sự việc như thế này.......",non_toxic
Việt Nam cố lên! Đất nước chiến thắng!,non_toxic
Cô này nói tiếng Anh nghe rõ hơn tiếng Việt.,non_toxic
"Mình thì không khoái đồ ăn nhanh vì k thích món rán, nhiều dầu, đặc biệt các món này ít nh sẽ kèm khoai tây - sợ cái củ này ý, tiếp đến là giá, tính ra 1 suất gà kfc đắt gấp đôi đến ba lần 1 suất cơm văn phòng hoặc phở, bún... trong khi nếu nói chỉ để no bụng thì tương đương nhau, chưa nói về mặt dĩnh dưỡng sức khoẻ thì k bằng. chỉ có các bạn trẻ, thanh niên, ưa mới lạ thì hứng thú chứ để tính ra thì đồ việt vẫn ngon hơn, dinh dưỡng vs tốt hơn",non_toxic
"Trong các nhóm phụ kiện tôi chỉ mong muốn camera 360o, nhưng khổ nỗi ở Việt Nam! Nạn trộm cấp bẻ gương nại logo và tháo camera hành trình như ăn cơm bữa. Khi mua giá đắt khi mất tìm lại thì giá cao. Tóm lại xe sang phải có tài xế còn xe tầm chung thì chịu cực khi trang bị camera 360o này!",non_toxic
Chất lượng cột điện quá kém.,non_toxic
xử nghiêm thói côn đồ,toxic
"Rất cảm động! Cảm ơn các chiến sĩ không ngại gian nan cực khổ, thậm chí bản thân mình để mang lại sự bình yên cho nhân dân trước ma tuý.",non_toxic
Ông bố tuyệt vời. Chúc sức khỏe 2 bố con,non_toxic
"Mình đã sử dụng Attrage 2019 và rất hài lòng về sự lựa chọn của mình. Xe đời 2020 đẹp hơn rất nhiều, options đầy đủ, an toàn đủ dùng, tiết kiệm nhiên liệu, xe 3 máy nhưng không hề yếu do khung xe dùng công nghệ RISE nhẹ hơn khoảng 100kg so xe cùng phân khúc, nên cảm giác lái vẫn mượt. Không có xe tốt nhất, chỉ có xe phù hợp nhất thôi. Chúc bạn có sự lựa chọn đúng đắn nhất!",non_toxic
Tôi vẫn thích bay Boeing hơn vì đi nó bay rất êm,non_toxic
Xin chia buồn cùng gia đình! Cầu nguyện linh hồn các cháu sớm siêu thoát về Cõi lành! NAM MÔ A DI ĐÀ PHẬT!,non_toxic
Xem bậc lương bác sĩ trên thế giới rồi hãy so sánh chuyên môn.,non_toxic
"Cá voi xanh (còn gọi là cá ông) được mệnh danh là những ca sĩ lãng du khắp các đại dương. Vì cá voi xanh có thể phát ra âm thanh siêu trầm ở tần số 14 Hz. Và đó cũng là thứ âm thanh lớn nhất trên thế giới, lớn hơn cả tiếng rít của máy bay phản lực, với cường độ 200 decibel. Nếu so sánh với tiếng hét của loài người ở 70 decibel, âm thanh cao hơn 120 decibel gây nguy hiểm cho tai người.",non_toxic
Đi bị đe dọa nhìu lần vả lại người yêu còn bị đánh nên bị kích động. Mong hình phạt nhẹ hơn.!,non_toxic
Đau xót quá! Thành kính chia buồn cùng gia đình các bé! Mong hương hồn các con được siêu thoát!,non_toxic
Cảm ơn tất cả,non_toxic
Quá xứng đáng.,non_toxic
Tôi rất tự hào mình là người Việt nam và đang sống trên đất nước Việt nam,non_toxic
"Hang b có toyota vios mt, mitsu attrage at. Hạng a có honda brio, hyundai i10",non_toxic
Sẽ rất lâu nữa hoặc không bao giờ có 1 Messi thứ 2 vì vậy hãy tận hưởng khi anh còn chơi bóng.,non_toxic
"mua bảo hiểm nt thì càng mua sớm càng tốt, tuổi càng trẻ, sức khoẻ càng tốt phí càng ít, lợi ích mai sau càng nhiều. Mua bhnt thì ko nên đắn đo vì chỉ trích 1 phần nhỏ thu nhập để bảo vệ tài chính theo đúng nghĩa là bảo hiểm.",non_toxic
"Giờ ms biết con này là cua ẩn sĩ, trước kia toàn gọi là ốc mượn hồn/mượn xác",non_toxic
Tài năng như cái tên vậy,non_toxic
"Chà, bên Tây cái gì cũng to!",non_toxic
Phi công tất nhiên đắt giá hơn 115 triệu đô nhiều.,non_toxic
"Khổ cho mấy cháu quá và ba mẹ ông bà cũng bị cuốn theo yêu cầu không cần thiết. Con mình ba đứa hiện đang học tại Canada, học xong lớp 1 rồi mà đọc viết cũng chưa rành nhưng nói thì ok. Bây giờ đang học lớp 8 nói viết tiếng Anh và Pháp ào ào. Nên hy vọng thế kỷ sau con cháu ta sẽ cải cách khoa học và hiệu quả hơn như các nước châu Âu, Mỹ, Canada, úc châu đã đang làm rất rất lâu rồi..",non_toxic
Sao không bắt cá mới ngộp làm cá khô để thu hồi được ít vốn?,non_toxic
Bộ sưu tập lần này khá đẹp,non_toxic
Sao tội cho các cháu quá !!!,non_toxic
Cụ bà thật tuyệt vời. Chúc bà sống thật khỏe,non_toxic
"Ờ, nghe Arteta nói và xem Ars đá thì còn thấy Ars chưa mạnh nhưng con đường họ đi là rõ ràng, có chiến lược sách lược bài bản chứ nhìn sang những việc MU làm bấy lâu nay như 1 đống hỗn loạn còn Solsa thì chém gió lung tung, chả biết đưa MU đi lối nào.",non_toxic
"""một tác phẩm điện ảnh đậm dấu ấn Việt"" thích nhất câu này",non_toxic
Khoảnh khắc sung sướng trước khi yên giấc ngàn thu.,non_toxic
"Tranh luận thì phải theo quy tắc lần lượt nói để mọi người còn nghe chứ kiểu như ông Trump toàn ngắt lời người ta mà được nhiều người khen là nhanh nhẹn,hoạt ngôn,mạnh mẽ,ứng phó nhanh lẹ.",toxic
Rất mong và cầu chúc cho ngài Biden sẽ đắc cử và trở thành tổng thống nước Mỹ. Đó là điều phù hợp với sự mong muốn không chỉ riêng người dân Mỹ mà nhân dân toàn thế giới cũng đang rất mong chờ. Cầu chúc ngài may mắn và hết sức cố gắng !,non_toxic
Chúc Ngài sớm bình phục và tiếp tục đi tiếp đoạn đường 4 năm nữa,non_toxic
anh chỉ hợp với bài ''kiếp vè sầu và đi về nơi xa '' thôi .thể loại nhạc này nghe không hay,toxic
Xin Chúa phù hộ ông vượt qua thử thách này.,non_toxic
Tôi năm nay 40 tuổi mà chưa thấy trường hợp nào như thế này,non_toxic
Tốt quá mọi người ơi.Phải làm kỹ thế này thì mới tạo ra nhân lực phù hợp với bằng cấp mới phát triển xã hội được.Cảm ơn.,non_toxic
Bệnh từ miệng mà vào. Tóm lại là cứ ăn chín uống sôi.,non_toxic
Chúc mừng chiến binh gánh tạ thế hệ cuối đã gia nhập CLB. Nếu chú may mắn thì chỉ cần gánh thêm 2-3 năm nữa là thời kỳ hoàng kim đến rồi,non_toxic
Khốn nạn thật. Nhìn hai cái mặt là biết ko phải con người.,toxic
"nên có nhiều chính sách liên quan để kích cầu, giảm thuế Thu nhập trong khi nhiều doanh nghiệp lỗ thì không có ý nghĩa",non_toxic
rất giỏi và nhạy bén,non_toxic
